"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Laser-Induced Flexible Electronics (LIFE) for Resistive, Capacitive and Electrochemical Sensing Applications","A. Kothuru; C. Hanumanth Rao; S. B. Puneeth; M. Salve; K. Amreen; S. Goel","Department of Electrical and Electronics Engineering, MEMS, Microfluidics and Nanoelectronics Laboratory, Birla Institute of Technology and Science, Pilani (BITS-Pilani), Hyderabad Campus, Hyderabad, India; Printed Circuit Facility, Microcircuits and High Density Interconnect Facility, U. R. Rao Satellite Centre, Indian Space Research Organisation, Bengaluru, India; Department of Electrical and Electronics Engineering, MEMS, Microfluidics and Nanoelectronics Laboratory, Birla Institute of Technology and Science, Pilani (BITS-Pilani), Hyderabad Campus, Hyderabad, India; Department of Electrical and Electronics Engineering, MEMS, Microfluidics and Nanoelectronics Laboratory, Birla Institute of Technology and Science, Pilani (BITS-Pilani), Hyderabad Campus, Hyderabad, India; Department of Electrical and Electronics Engineering, MEMS, Microfluidics and Nanoelectronics Laboratory, Birla Institute of Technology and Science, Pilani (BITS-Pilani), Hyderabad Campus, Hyderabad, India; Department of Electrical and Electronics Engineering, MEMS, Microfluidics and Nanoelectronics Laboratory, Birla Institute of Technology and Science, Pilani (BITS-Pilani), Hyderabad Campus, Hyderabad, India","IEEE Sensors Journal","4 Jun 2020","2020","20","13","7392","7399","Engineering a cost-effective, flexible electronic device in a one-step fabrication process is quite challenging to perform. Herein, we have introduced a simple, low-cost, solid-state process for producing and printing of complex circuits using Laser-Induced Graphene (LIG). In the present work, LIG has been effectively and selectively formed from direct CO2 laser ablation on a polyimide sheet. Varying CO2 laser power and speed, the electrical conductivity of the LIG has shown a linear increment in the conductivity measurement. The laser-induced samples were structurally characterized using Scanning Electron Microscopy (SEM), EDX, X-ray Photoelectron Spectroscopy (XPS), Raman spectroscopy. The results show a one-step method to create Graphene-derived structures on the polyimide sheet surface. This method of generating LIG on a flexible substrate (polyimide sheet) offers an easy way to fabricate Laser-Induced Flexible electronics (LIFE) circuits. Using this, the feasibility and the realization of a capacitive touch sensor and liquid level sensor has been successfully demonstrated. Further, as a prototype system, the LIG was examined for the H2O2 electrochemical sensing application. It gives an appreciable response for the detection of H2O2 in comparison to other carbon-based electrodes with limit-of-detection (LOD) as 0.3 μM in a linear range from 1 μM to 10 μM.","1558-1748","","10.1109/JSEN.2020.2977694","RESPOND programme of the Indian Space Research Organization(grant numbers:ISRO/RES/3/774/18-19); Department of Science and Technology-Science and Engineering Research Board National Post Doctorate Fellowship (DST-SERB NPDF) Scheme(grant numbers:PDF/2018/003658); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9020097","Laser-induced flexible electronics (LIFE);polyimide;electrochemical sensing;touchpad;water-level monitoring","Graphene;Sensors;Polyimides;Scanning electron microscopy;Power lasers;Laser ablation","capacitive sensors;electrical conductivity;electrochemical electrodes;electrochemical sensors;flexible electronics;graphene;graphene devices;hydrogen compounds;laser ablation;nanofabrication;nanosensors;polymers;Raman spectra;scanning electron microscopy;tactile sensors;X-ray chemical analysis;X-ray photoelectron spectra","one-step fabrication process;solid-state process;complex circuits;laser-induced graphene;electrical conductivity;conductivity measurement;Raman spectroscopy;graphene-derived structures;polyimide sheet surface;flexible substrate;capacitive touch sensor;liquid level sensor;laser-induced flexible electronics circuits;direct CO2 laser ablation;scanning electron microscopy;EDX;X-ray photoelectron spectroscopy;H2O2 electrochemical sensing application;limit of detection;resistive sensing;C;H2O2","","27","","37","IEEE","2 Mar 2020","","","IEEE","IEEE Journals"
"Nanoscale Strain Gauges Composed of Microdisk Lasers Embedded in a Flexible Substrate","T. Zhou; J. Zhou; Y. Cui; X. Liu; Z. Zhang","The Chinese University of Hong Kong, Shenzhen, School of Science and Engineering, Shenzhen, China; Peking University, School of Electronic and Computer Engineering, Shenzhen, China; The Chinese University of Hong Kong, Shenzhen, School of Science and Engineering, Shenzhen, China; The Chinese University of Hong Kong, Shenzhen, School of Science and Engineering, Shenzhen, China; The Chinese University of Hong Kong, Shenzhen, School of Science and Engineering, Shenzhen, China","2018 Conference on Lasers and Electro-Optics Pacific Rim (CLEO-PR)","29 Apr 2019","2018","","","1","2","Compact visible microdisk lasers consisting of InGaP/ InGaAIP multi-quantum wells were fabricated and embedded in a deformable polydimethylsiloxane (PDMS) polymer substrate. In addition to very small device footprint and low-threshold, the wavelength of microdisk lasers can be linearly fine-tuned by stretching the flexible substrate. A smooth wavelength tuning of 1.5 nm and 2.6 nm for microdisk lasers with the diameter of 1.2 μm and 1.5 μm are demonstrated under 36% strain, respectively. The compact tunable visible microdisk lasers can not only function as a novel light source for photonic integrated circuits but also sensitive and skin-attachable gauges in local index and strain detection for stretchable electronics.","","978-1-943580-45-3","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8699859","","Measurement by laser beam;Substrates;Laser tuning;Strain;Wavelength measurement","aluminium compounds;gallium compounds;III-V semiconductors;indium compounds;integrated optoelectronics;laser tuning;microdisc lasers;optical fabrication;quantum well lasers;strain gauges","nanoscale strain gauges;flexible substrate;compact visible microdisk lasers;deformable polydimethylsiloxane polymer substrate;smooth wavelength tuning;compact tunable visible microdisk lasers;InGaP-InGaAIP multiquantum wells;light source;photonic integrated circuits;skin-attachable gauges;wavelength 2.6 nm;wavelength 1.5 nm;size 1.2 mum;size 1.5 mum;InGaP-InGaAlP","","","","2","","29 Apr 2019","","","IEEE","IEEE Conferences"
"Thermally-Enabled Transmission Line Laser Model with Arbitrary Sampled Gain Spectra","B. Novakovic; Y. Tao; S. Asgari; D. McGuire","Ansys Inc., Vancouver, Canada; Ansys Inc., Vancouver, Canada; Ansys Inc., Concord, MA, USA; Ansys Inc., Vancouver, Canada","2021 International Conference on Numerical Simulation of Optoelectronic Devices (NUSOD)","23 Sep 2021","2021","","","85","86","In this paper we demonstrate a directly coupled opto-electro-thermal (OET) transmission line laser model (TLLM) for edge emitting laser simulations and its comparison to physical simulations and measurements. Our results show that the OET TLLM has comparable computational efficiency to the standard opto-electronic (OE) TLLM and can include self-heating effects with good accuracy. As such OET TLLM can be used as a flexible tool for reduced order physical modeling, as well as for photonic integrated circuit (PIC) simulation, including thermal and external feedback effects.","2158-3242","978-1-6654-1276-6","10.1109/NUSOD52207.2021.9541527","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9541527","laser diodes;optoelectronics;heating;parametric macro-modelling;photonic integrated circuits","Laser theory;Power transmission lines;Semiconductor lasers;Computational modeling;Photonic integrated circuits;Tools;Laser modes","III-V semiconductors;integrated optics;integrated optoelectronics;laser cavity resonators;optical design techniques;optical modulation;semiconductor device models;semiconductor lasers;surface emitting lasers","laser simulations;physical simulations;OET TLLM;comparable computational efficiency;standard opto-electronic;reduced order physical modeling;photonic integrated circuit simulation;thermal feedback effects;external feedback effects;thermally-enabled transmission line laser model;arbitrary sampled gain spectra;opto-electro-thermal transmission line laser model","","","","7","","23 Sep 2021","","","IEEE","IEEE Conferences"
"Fabrication and Reliability of Rigid-Flexible Optical Electrical Printed Circuit Board for Mobile Devices","B. S. Rho; W. -J. Lee; J. W. Lim; K. Y. Jung; K. S. Cha; S. H. Hwang","Integrated Optical Module Laboratory, Korea Photonics Technology Institute, Gwangju, South Korea; Integrated Optical Module Laboratory, Korea Photonics Technology Institute, Gwangju, South Korea; Integrated Optical Module Laboratory, Korea Photonics Technology Institute, Gwangju, South Korea; Newflex Technology Company Limited, Ansan, South Korea; Newflex Technology Company Limited, Ansan, South Korea; Integrated Optical Module Laboratory, Korea Photonics Technology Institute, Gwangju, South Korea","IEEE Photonics Technology Letters","16 May 2008","2008","20","12","964","966","A rigid-flexible optical and electrical printed circuit board (RFOE-PCB) was fabricated using a conventional PCB manufacturing process for mobile devices. The RFOE-PCB was designed to be embedded with a flexible 45-ended optical waveguide. In order to apply it to mobile devices, a repeating folding test and an environment test were carried out for physical and optical reliability. The RFOE-PCB successfully passed the reliability tests.","1941-0174","","10.1109/LPT.2008.922918","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4522589","Flexible optical printed circuit board (PCB);flexible optical waveguide;hinge;optical interconnection","Optical device fabrication;Optical devices;Printed circuits;High speed optical techniques;Optical interconnections;Optical receivers;Optical sensors;Optical waveguides;Fasteners;Vertical cavity surface emitting lasers","mobile handsets;optical interconnections;optical waveguides;printed circuits;reliability","reliability;rigid-flexible optical printed circuit board;electrical printed circuit board;optical waveguide;mobile devices;optical interconnection","","20","1","6","","16 May 2008","","","IEEE","IEEE Journals"
"Laser processing of flexible substrates","P. Gordon; R. Berenyi; Z. Nyitrai","Department of Electronics Technology, Budapest University of Technology and Economics, Budapest, Hungary; Department of Electronics Technology, Budapest University of Technology and Economics, Budapest, Hungary; Department of Electronics Technology, Budapest University of Technology and Economics, Budapest, Hungary","2nd International IEEE Conference on Polymers and Adhesives in Microelectronics and Photonics. POLYTRONIC 2002. Conference Proceedings (Cat. No.02EX599)","7 Aug 2002","2002","","","183","187","The paper describes some results of a research project aimed at the application of CO/sub 2/ and frequency multiplied Nd:YAG lasers for drilling via holes into copper clad flexible laminates of polyimide and polyester based materials. We have also carried out experiments for removing the insulation layer from the copper foil to open windows, i.e. to obtain clean copper areas. This can be a key process in the production of TABs. Three wavelengths (10600 nm, 1064 nm and 355 nm) were used to find the optimal process parameters for drilling and layer removing. The samples were examined and evaluated many ways to conclude the general behaviour of the material and its interaction with different laser beams.","","0-7803-7567-X","10.1109/POLYTR.2002.1020207","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1020207","","Laser beam cutting;Optical materials;Laser beams;Drilling;Copper;Laser modes;Polyimides;Integrated circuit interconnections;Insulation;Production","copper;substrates;laminates;laser materials processing;laser beam machining;tape automated bonding;integrated circuit interconnections;integrated circuit packaging","laser processing;flexible substrates;frequency multiplied Nd:YAG lasers;CO/sub 2/ lasers;via hole drilling;Cu clad flexible laminates;polyimide based materials;polyester based materials;insulation layer removal;Cu foil;TAB;optimal process parameters;10600 nm;1064 nm;355 nm;Cu;CO/sub 2/;YAG:Nd;YAl5O12:Nd","","4","","6","","7 Aug 2002","","","IEEE","IEEE Conferences"
"Bendable and Splitter-Integrated Optical Subassembly Based on a Flexible Optical Board","S. H. Hwang; J. W. Lim; W. -J. Lee; G. W. Kim; C. H. Cho; J. B. An; K. Y. Jung; K. S. Cha; B. S. Rho","Integrated Optical Module Laboratory, Korea Photonics Technology Institute, Gwangju, South Korea; Integrated Optical Module Laboratory, Korea Photonics Technology Institute, Gwangju, South Korea; Integrated Optical Module Laboratory, Korea Photonics Technology Institute, Gwangju, South Korea; Integrated Optical Module Laboratory, Korea Photonics Technology Institute, Gwangju, South Korea; Integrated Optical Module Laboratory, Korea Photonics Technology Institute, Gwangju, South Korea; Integrated Optical Module Laboratory, Korea Photonics Technology Institute, Gwangju, South Korea; Newflex Technology Company Limited, Ansan, South Korea; Newflex Technology Company Limited, Ansan, South Korea; Integrated Optical Module Laboratory, Korea Photonics Technology Institute, Gwangju, South Korea","IEEE Photonics Technology Letters","12 Jan 2010","2010","22","3","167","169","A bendable and splitter-integrated optical subassembly (OSA) is suggested as a short-distance board-to-board optical interconnection. This OSA was fabricated by simply packaging a vertical-cavity surface-emitting laser on a flexible optical board having an embedded 1 × 8 optical splitter waveguide. Finally, we measured various optical characteristics of the OSA, including insertion, twist, and bending losses.","1941-0174","","10.1109/LPT.2009.2037243","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5379199","Flexible optical board;1 $\times$  8 optical splitter;optical interconnect;optical subassembly (OSA)","Optical interconnections;Vertical cavity surface emitting lasers;Optical waveguides;Packaging;Surface waves;Optical surface waves;Surface emitting lasers;Waveguide lasers;Loss measurement;Optical losses","assembling;flexible electronics;integrated optics;integrated optoelectronics;laser cavity resonators;optical beam splitters;optical fabrication;optical interconnections;optical losses;optical waveguides;packaging;printed circuits;semiconductor lasers;surface emitting lasers","splitter-integrated optical subassembly;bendable optical subassembly;short-distance board-to-board optical interconnection;flexible optical board;vertical-cavity surface-emitting laser;packaging;embedded 1 × 8 optical splitter waveguide;insertion loss;twist loss;bending loss","","4","","6","IEEE","12 Jan 2010","","","IEEE","IEEE Journals"
"A flexible 8b asynchronous microprocessor based on low-temperature poly-silicon TFT technology","N. Karaki; T. Nanmoto; H. Ebihara; S. Utsunomiya; S. Inoue; T. Shimoda","SEIKO EPSON Company Limited, Nagano, Japan; SEIKO EPSON Company Limited, Nagano, Japan; SEIKO EPSON Company Limited, Nagano, Japan; SEIKO EPSON Company Limited, Nagano, Japan; SEIKO EPSON Company Limited, Nagano, Japan; SEIKO EPSON Company Limited, Nagano, Japan","ISSCC. 2005 IEEE International Digest of Technical Papers. Solid-State Circuits Conference, 2005.","29 Aug 2005","2005","","","272","598 Vol. 1","A flexible 8b asynchronous microprocessor ACTII based on low-temperature poly-silicon TFT technology, surface-free technology by laser annealing and ablation (SUFTLA/spl reg/), and asynchronous circuit design language, verilog+, is presented. The 32k-transistor microprocessor draws 180 /spl mu/A from a 5 V supply. The power level is 30% of the synchronous counterpart.","2376-8606","0-7803-8904-2","10.1109/ISSCC.2005.1493974","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1493974","","Microprocessors;Thin film transistors;Hardware design languages;Integrated circuit technology;Asynchronous circuits;Circuit synthesis;SPICE;Grain size;Circuit simulation;Synthesizers","microprocessor chips;integrated circuit design;asynchronous circuits;thin film transistors;silicon;elemental semiconductors;laser ablation;laser beam annealing;logic CAD;hardware description languages;low-power electronics","ACTII flexible asynchronous microprocessor;low-temperature poly-silicon TFT technology;surface-free technology;laser annealing;laser ablation;SUFTLA;verilog+ asynchronous circuit design language;microprocessor power level;8 bit;180 muA;5 V;Si","","26","","4","","29 Aug 2005","","","IEEE","IEEE Conferences"
"An Anchor-Board-Based Flexible Optoelectronic Harness for Off-Chip Optical Interconnects","Y. -J. Chang; D. Guidotti; G. -K. Chang","Portland Technology Development, Intel Corporation, Hillsboro, OR, USA; School of Electrical and Computer Engineering, Georgia Institute of Technology, Atlanta, GA, USA; School of Electrical and Computer Engineering, Georgia Institute of Technology, Atlanta, GA, USA","IEEE Photonics Technology Letters","22 Apr 2008","2008","20","10","839","841","A flexible optical interconnect prototype at board/card-level using a novel anchor-board-based optoelectronic (OE) harness is experimentally demonstrated at 2 Gb/s. The flexible OE harness comprises a thin polyimide film laminated on two narrow anchor boards where edge-emitting lasers (EELs) and p-i-n photodetectors (PDs) are positioned and integrated with polymer waveguides. High-speed electronics are surface-mounted on two separate printed-circuit boards, making the OE harness detachable and field-reparable. A large EEL-PD lateral alignment tolerance of >1.5 mm for a 15-cm interconnect distance is achieved without any microlens. One or multiple channels can be simultaneously aligned and formed during one single ultraviolet exposure. A cost-effective field repair strategy is thus envisioned.","1941-0174","","10.1109/LPT.2008.921822","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4494581","Flexible substrate;optical interconnections","Optical interconnections;Polymer films;Prototypes;Polyimides;Optical films;Waveguide lasers;PIN photodiodes;Photodetectors;Optical waveguides;High-speed electronics","flexible electronics;integrated optoelectronics;optical interconnections;photodetectors;printed circuits;surface emitting lasers;surface mount technology","anchor-board-based flexible optoelectronic harness;off-chip optical interconnects;flexible OE harness;thin polyimide film;edge-emitting lasers;p-i-n photodetectors;polymer waveguides;high-speed electronics;printed-circuit boards;lateral alignment tolerance;bit rate 2 Gbit/s;distance 15 cm","","3","","9","","22 Apr 2008","","","IEEE","IEEE Journals"
"Photonic packaging using laser/receiver arrays and flexible optical circuits","G. J. Grimes; J. P. C. Markush; Yiu-Man Wong; P. J. Anthony; B. Holland; E. G. Priest; C. J. Sherman; S. R. Peck; D. J. Muehlner; C. C. Faudskar; J. S. Nyquist; J. S. Helton; C. A. Lepthian; G. L. Sonnier; J. V. Gates; W. K. Honea; J. R. Bortolini","University of Alabama, Birmingham, AL, USA; University of Alabama, Birmingham, AL, USA; AT&T Bell Laboratories, Lucent Technologies, Inc., Murray Hill, NJ, USA; AT&T Bell Laboratories, Lucent Technologies, Inc., Murray Hill, NJ, USA; AT&T Bell Laboratories, Lucent Technologies, Inc., Murray Hill, NJ, USA; AT&T Bell Laboratories, Lucent Technologies, Inc., Murray Hill, NJ, USA; AT&T Bell Laboratories, Lucent Technologies, Inc., Murray Hill, NJ, USA; AT&T Bell Laboratories, Lucent Technologies, Inc., Murray Hill, NJ, USA; AT&T Bell Laboratories, Lucent Technologies, Inc., Murray Hill, NJ, USA; AT&T Bell Laboratories, Lucent Technologies, Inc., Murray Hill, NJ, USA; AT&T Bell Laboratories, Lucent Technologies, Inc., Murray Hill, NJ, USA; AT&T Bell Laboratories, Lucent Technologies, Inc., Murray Hill, NJ, USA; AT&T Bell Laboratories, Lucent Technologies, Inc., Murray Hill, NJ, USA; AT&T Bell Laboratories, Lucent Technologies, Inc., Murray Hill, NJ, USA; AT&T Bell Laboratories, Lucent Technologies, Inc., Murray Hill, NJ, USA; AT&T Bell Laboratories, Lucent Technologies, Inc., Denver, CO, USA; AT&T Bell Laboratories, Lucent Technologies, Inc., Denver, CO, USA","IEEE Transactions on Components, Packaging, and Manufacturing Technology: Part B","6 Aug 2002","1997","20","4","409","415","Optoelectronic modules and multifiber optical connectors were successfully applied to intrasystem interconnection within a large telecommunication transmission terminal. The optoelectronic modules are 32-channel 850 nm vertical cavity surface emitting laser (VCSEL) and detector arrays packaged using multichip module technology system components include multimode silica optical fibers and silicon V-groove technology based multifiber optical connectors. The system architecture presented particularly difficult challenges for parallel optics because of complex cable assemblies required by the fan-out nature of the cables and the signal bifurcation needed to accomplish duplication, Nevertheless, the experiments completed demonstrate that parallel optics can dramatically increase the capacity of telecommunications equipment with no significant changes in system or physical architecture. The density of the optical modules and connectors clearly demonstrates that optical interconnection technology will be able to support the input/output (I/O) requirements of new generations of integrated circuit technology.","1558-3686","","10.1109/96.641509","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=641509","","Optical receivers;Optical arrays;Packaging;Optical interconnections;Vertical cavity surface emitting lasers;Stimulated emission;Connectors;Surface emitting lasers;Optical fiber cables;Integrated circuit technology","multichip modules;integrated optoelectronics;optical interconnections;optical fibre couplers;semiconductor laser arrays;photodetectors;surface emitting lasers;telecommunication switching;optical receivers;optical transmitters","photonic packaging;laser/receiver arrays;optoelectronic modules;multifiber optical connectors;intrasystem interconnection;telecommunication transmission terminal;vertical cavity SEL;surface emitting laser;VCSEL arrays;detector arrays;MCM technology system components;multichip module technology;multimode silica optical fibers;Si V-groove technology;system architecture;signal bifurcation;parallel optics;optical modules;optical interconnection technology;850 nm;Si;SiO/sub 2/","","5","1","6","","6 Aug 2002","","","IEEE","IEEE Journals"
"An Optimal Driving Strategy for Maximum Electro-optical Conversion Efficiency of Laser Diode in Laser Power Transmission System","S. Feng; K. jin; Q. Hui; L. Wang","College of Automation Engineering, Nanjing University of Aeronautics and Astronautics, Nanjing, China; College of Automation Engineering, Nanjing University of Aeronautics and Astronautics, Nanjing, China; College of Automation Engineering, Nanjing University of Aeronautics and Astronautics, Nanjing, China; College of Automation Engineering, Nanjing University of Aeronautics and Astronautics, Nanjing, China","2019 IEEE Energy Conversion Congress and Exposition (ECCE)","28 Nov 2019","2019","","","3348","3352","Laser Power Transmission (LPT) technique features high energy density, flexible devices and advantageous orientation ability, making itself extremely promising for realizing long-distance, high-power wireless power transmission. Laser diode (LD), a core component in LPT system's transmitter, realizes power conversion from electricity to high-intensity laser beam. LD's performance significantly affects the efficiency of LPT transmitter. Different driving current patterns lead to different electro-optical conversion efficiency (EOCE). The paper presents a novel LD driving strategy for optimal EOCE under different working conditions. To precisely estimate EOCE of LD, a simplified LD equivalent circuit model with only five parameters is proposed, which can readily be adopted to characterize any commercial LD using curves given in their datasheets. Though simplified, the model can still depict the power-current-voltage (P-I-V) characteristics well, and its accuracy is shown to be as close as its traditional counterparts. Based on the model, the optimal driving current strategy for maximum EOCE is derived for all optical power output conditions. A four-phase interleaved Buck converter is constructed to verify the proposed driving strategy. As all experimental results indicate, the proposed method enjoys a fine performance in improving LD's EOCE.","2329-3748","978-1-7281-0395-2","10.1109/ECCE.2019.8912873","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8912873","optimal driving strategy;maximum electro-optical conversion efficiency;laser diode;laser power transmission","Integrated circuit modeling;Optical transmitters;Equivalent circuits;Data models;Diode lasers;Power generation;Power lasers","equivalent circuits;laser beams;semiconductor lasers","four-phase interleaved Buck converter;driving current patterns;LD driving strategy;optical power output conditions;maximum EOCE;optimal driving current strategy;power-current-voltage characteristics;simplified LD equivalent circuit model;optimal EOCE;LPT transmitter;high-intensity laser beam;power conversion;LPT system;orientation ability;energy density;laser power transmission system;laser diode;maximum electro-optical conversion efficiency","","","","9","","28 Nov 2019","","","IEEE","IEEE Conferences"
